	[psi_1, psi2]	prefrence distribution	sampled prefrence
1864	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1865	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1866	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1867	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1868	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1869	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1870	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1871	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1872	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1873	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1874	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1875	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1876	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1877	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1878	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1879	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1880	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1881	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1882	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1883	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1884	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1885	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1886	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1887	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1888	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1889	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1890	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1891	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1892	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1893	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1894	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1895	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1896	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1897	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1898	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1899	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]	[0.04742587317756678, 0.9525741268224334]	[0 1]
1900	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1901	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1902	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1903	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1904	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1905	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1906	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1907	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1908	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1909	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1910	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1911	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1912	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1913	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1914	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1915	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1916	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1917	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1918	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1919	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1920	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1921	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1922	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1923	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1924	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1925	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1926	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1927	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1928	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1929	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1930	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1931	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1932	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1933	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1934	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1935	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1936	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1937	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1938	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1939	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1940	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1941	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1942	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1943	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1944	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1945	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1946	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1947	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1948	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1949	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1950	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1951	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1952	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1953	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1954	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1955	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1956	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1957	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1958	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1959	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1960	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1961	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1962	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1963	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1964	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1965	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1966	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1967	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1968	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1969	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1970	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1971	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1972	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1973	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1974	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1975	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1976	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1977	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1978	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1979	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1980	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1981	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1982	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1983	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1984	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1985	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1986	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1987	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1988	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1989	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1990	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1991	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1992	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1993	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1994	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1995	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1996	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1997	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
1998	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[1 0]
1999	[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0, 0.0, 1.0]]	[0.2689414213699951, 0.7310585786300049]	[0 1]
2000	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2001	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2002	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2003	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2004	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2005	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2006	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2007	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2008	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2009	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2010	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2011	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2012	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2013	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
